epoch,hidden_channels,out_channels,num_layers,num_epoch,patience,lr,weight_decay,conv_type,eps,gamma,step_size,aggr,end,num_head,dropout,p,factor,eta_min,T_max,lr_scheduler,optimizer,type_model,scaler,dim_reduction,pca_threshold,train_loss,train_acc,train_f1,train_balanced_acc,val_loss,val_acc,val_precision,val_recall,val_f1,val_balanced_acc
280,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0731, grad_fn=<NllLossBackward0>)",0.976540104136196,0.986813114538459,0.9817630086179928,tensor(0.1749),0.9576568670469504,0.9885114885114884,0.964190012180268,0.9761992847453448,0.9313223791585667
281,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0729, grad_fn=<NllLossBackward0>)",0.9783244603053882,0.9878291148596487,0.9824939929780444,tensor(0.1786),0.9602896007020624,0.9875745526838966,0.9680876979293545,0.9777340386271374,0.9288562109955822
282,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0727, grad_fn=<NllLossBackward0>)",0.9761890832504534,0.9866127228471812,0.98169813392253,tensor(0.1745),0.9572180781044316,0.9885057471264368,0.963702801461632,0.9759467127174049,0.9310787737992487
283,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0724, grad_fn=<NllLossBackward0>)",0.9784707190077808,0.9879118352330584,0.9827053613765042,tensor(0.1789),0.9602896007020624,0.9878170064644456,0.9678440925700366,0.977728559123908,0.9298381610753051
284,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0721, grad_fn=<NllLossBackward0>)",0.9769203767624174,0.9870296394930216,0.9819742533368748,tensor(0.1758),0.9580956559894692,0.9885172241637544,0.9646772228989038,0.9764517322155098,0.9315659845178844
285,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0719, grad_fn=<NllLossBackward0>)",0.9774176563505528,0.9873126479095452,0.9822504964307976,tensor(0.1768),0.9589732338745064,0.9882851445663012,0.9658952496954932,0.9769619317481828,0.9310712451567976
286,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0717, grad_fn=<NllLossBackward0>)",0.9782367050839524,0.9877788363612472,0.982575364626423,tensor(0.1782),0.9596314172882844,0.988050784167289,0.9668696711327648,0.97734548140852,0.9304547031160512
287,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0715, grad_fn=<NllLossBackward0>)",0.9767741180600246,0.9869446545430628,0.9824134870867104,tensor(0.1755),0.9576568670469504,0.9885114885114884,0.964190012180268,0.9761992847453448,0.9313223791585667
288,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0713, grad_fn=<NllLossBackward0>)",0.9784999707482596,0.9879284576346348,0.9827216109702644,tensor(0.1788),0.9598508117595436,0.9880537580886012,0.9671132764920828,0.9774713775698634,0.9305765057957104
289,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0710, grad_fn=<NllLossBackward0>)",0.9773884046100744,0.9872947518942818,0.9826246081260146,tensor(0.1766),0.958753839403247,0.988525816911948,0.9654080389768576,0.9768301700764112,0.9319313925568614
290,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0708, grad_fn=<NllLossBackward0>)",0.9775931667934242,0.9874112542729424,0.9827383552823356,tensor(0.1772),0.959412022817025,0.9885343968095712,0.9661388550548112,0.977208328200074,0.9322968005958384
291,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0706, grad_fn=<NllLossBackward0>)",0.9784999707482596,0.9879280610987928,0.9828517313999234,tensor(0.1787),0.959412022817025,0.9880478087649402,0.966626065773447,0.9772195542420884,0.9303329004363924
292,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0704, grad_fn=<NllLossBackward0>)",0.9773299011291172,0.9872606229966302,0.9828523497978124,tensor(0.1764),0.9578762615182096,0.9885143570536828,0.964433617539586,0.9763255240443895,0.9314441818382256
293,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0702, grad_fn=<NllLossBackward0>)",0.978529222488738,0.9879442874975364,0.9829981014233428,tensor(0.1789),0.9598508117595436,0.988296812749004,0.9668696711327648,0.9774658293313632,0.9315584558754332
294,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0700, grad_fn=<NllLossBackward0>)",0.977739425495817,0.9874944538477972,0.9828196032511364,tensor(0.1775),0.959412022817025,0.9885343968095712,0.9661388550548112,0.977208328200074,0.9322968005958384
295,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0697, grad_fn=<NllLossBackward0>)",0.977739425495817,0.9874944538477972,0.9828196032511364,tensor(0.1774),0.9591926283457656,0.988531538269758,0.9658952496954932,0.9770823065549532,0.9321749979161792
296,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0696, grad_fn=<NllLossBackward0>)",0.978733984672088,0.988060240765984,0.9832419690093228,tensor(0.1790),0.960070206230803,0.9882997261638038,0.9671132764920828,0.9775917261758188,0.9316802585550922
297,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0693, grad_fn=<NllLossBackward0>)",0.9777101737553384,0.9874765802189132,0.9831937149463535,tensor(0.1769),0.9585344449319876,0.9885229540918165,0.9651644336175396,0.9767040552200172,0.9318095898772024
298,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0691, grad_fn=<NllLossBackward0>)",0.9785877259696952,0.987976346911958,0.98342096189984,tensor(0.1788),0.9602896007020624,0.9885458167330676,0.9671132764920828,0.9777121044206378,0.932784011314474
299,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0689, grad_fn=<NllLossBackward0>)",0.9783829637863452,0.98785957188152,0.983437335173178,tensor(0.1780),0.9596314172882844,0.9885372539247446,0.9663824604141292,0.9773343187977336,0.9324186032754972
300,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0687, grad_fn=<NllLossBackward0>)",0.9782367050839524,0.987776025236593,0.9834862076340364,tensor(0.1776),0.9591926283457656,0.988531538269758,0.9658952496954932,0.9770823065549532,0.9321749979161792
301,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0685, grad_fn=<NllLossBackward0>)",0.9787924881530452,0.9880926963062724,0.9835347090561612,tensor(0.1791),0.9602896007020624,0.9885458167330676,0.9671132764920828,0.9777121044206378,0.932784011314474
302,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0683, grad_fn=<NllLossBackward0>)",0.9781489498625168,0.987726130034012,0.983437458852756,tensor(0.1774),0.9589732338745064,0.9885286783042394,0.9656516443361752,0.9769562538508934,0.9320531952365204
303,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0681, grad_fn=<NllLossBackward0>)",0.9787632364125666,0.9880760766021746,0.983518459462401,tensor(0.1789),0.960070206230803,0.9885429638854296,0.9668696711327648,0.9775862068965516,0.9326622086348152
304,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0679, grad_fn=<NllLossBackward0>)",0.9785584742292166,0.987958932238193,0.983664953165398,tensor(0.1781),0.9596314172882844,0.9885372539247446,0.9663824604141292,0.9773343187977336,0.9324186032754972
305,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0677, grad_fn=<NllLossBackward0>)",0.978529222488738,0.9879423070604856,0.983648703571638,tensor(0.1779),0.9596314172882844,0.9885372539247446,0.9663824604141292,0.9773343187977336,0.9324186032754972
306,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0675, grad_fn=<NllLossBackward0>)",0.979055753817352,0.9882418629093178,0.9838110758296617,tensor(0.1790),0.960070206230803,0.9885429638854296,0.9668696711327648,0.9775862068965516,0.9326622086348152
307,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0674, grad_fn=<NllLossBackward0>)",0.9784707190077808,0.9879086577953016,0.9837463248137766,tensor(0.1778),0.9589732338745064,0.9885286783042394,0.9656516443361752,0.9769562538508934,0.9320531952365204
308,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0672, grad_fn=<NllLossBackward0>)",0.9793482712221376,0.9884076056615546,0.9841036921969224,tensor(0.1791),0.9602896007020624,0.9885458167330676,0.9671132764920828,0.9777121044206378,0.932784011314474
309,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0670, grad_fn=<NllLossBackward0>)",0.9787924881530452,0.988091522806787,0.9839250703451384,tensor(0.1782),0.9591926283457656,0.988531538269758,0.9658952496954932,0.9770823065549532,0.9321749979161792
310,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0668, grad_fn=<NllLossBackward0>)",0.9791435090387878,0.9882909365608528,0.9841200654702602,tensor(0.1786),0.9598508117595436,0.9885401096163428,0.966626065773447,0.977460278359404,0.9325404059551562
311,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0666, grad_fn=<NllLossBackward0>)",0.9792020125197448,0.9883241645455292,0.9841525646577804,tensor(0.1787),0.9596314172882844,0.9885372539247446,0.9663824604141292,0.9773343187977336,0.9324186032754972
312,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0664, grad_fn=<NllLossBackward0>)",0.9789972503363952,0.988207857049008,0.9840388175014594,tensor(0.1784),0.9591926283457656,0.988531538269758,0.9658952496954932,0.9770823065549532,0.9321749979161792
313,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0662, grad_fn=<NllLossBackward0>)",0.9796407886269232,0.9885733048760468,0.9843963085641828,tensor(0.1793),0.9605089951733216,0.9885486681603186,0.9673568818514008,0.9778379709431174,0.9329058139941332
314,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0661, grad_fn=<NllLossBackward0>)",0.9791142572983093,0.9882739366069964,0.9842339363061592,tensor(0.1783),0.9589732338745064,0.9885286783042394,0.9656516443361752,0.9769562538508934,0.9320531952365204
315,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0659, grad_fn=<NllLossBackward0>)",0.979670040367402,0.9885899098684968,0.984412558157943,tensor(0.1793),0.9611671785870995,0.9885572139303482,0.9680876979293545,0.9782153846153846,0.93327122203311
316,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0657, grad_fn=<NllLossBackward0>)",0.9793482712221376,0.988406463478718,0.9844940534858996,tensor(0.1784),0.959412022817025,0.9885343968095712,0.9661388550548112,0.977208328200074,0.9322968005958384
317,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0655, grad_fn=<NllLossBackward0>)",0.979728543848359,0.9886223710781658,0.9847052982047816,tensor(0.1790),0.9605089951733216,0.9885486681603186,0.9673568818514008,0.9778379709431174,0.9329058139941332
318,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0654, grad_fn=<NllLossBackward0>)",0.9795530334054876,0.9885223559547462,0.9847379210718796,tensor(0.1788),0.9605089951733216,0.9885486681603186,0.9673568818514008,0.9778379709431174,0.9329058139941332
319,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0652, grad_fn=<NllLossBackward0>)",0.979787047329316,0.98865520694807,0.9848679178219608,tensor(0.1790),0.9609477841158404,0.9885543667579,0.9678440925700366,0.9780896110290496,0.933149419353451
320,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0650, grad_fn=<NllLossBackward0>)",0.9799040542912304,0.9887216193587576,0.9849329161970014,tensor(0.1790),0.9611671785870995,0.9885572139303482,0.9680876979293545,0.9782153846153846,0.93327122203311
321,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0648, grad_fn=<NllLossBackward0>)",0.9799333060317088,0.9887378513265038,0.9850792862204204,tensor(0.1788),0.9605089951733216,0.9885486681603186,0.9673568818514008,0.9778379709431174,0.9329058139941332
322,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0647, grad_fn=<NllLossBackward0>)",0.979991809512666,0.9887710542732376,0.985111785407941,tensor(0.1790),0.9609477841158404,0.9885543667579,0.9678440925700366,0.9780896110290496,0.933149419353451
323,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0645, grad_fn=<NllLossBackward0>)",0.979991809512666,0.9887706855791962,0.9852419058376,tensor(0.1789),0.9605089951733216,0.9885486681603186,0.9673568818514008,0.9778379709431174,0.9329058139941332
324,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0643, grad_fn=<NllLossBackward0>)",0.9802258234364944,0.988903479973736,0.9853719025876811,tensor(0.1792),0.9609477841158404,0.9885543667579,0.9678440925700366,0.9780896110290496,0.933149419353451
325,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0642, grad_fn=<NllLossBackward0>)",0.9800503129936232,0.9888038874478772,0.9852744050251204,tensor(0.1789),0.9602896007020624,0.9885458167330676,0.9671132764920828,0.9777121044206378,0.932784011314474
326,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0640, grad_fn=<NllLossBackward0>)",0.9804598373603228,0.9890362394957984,0.9855018993377624,tensor(0.1795),0.9611671785870995,0.9885572139303482,0.9680876979293545,0.9782153846153846,0.93327122203311
327,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0639, grad_fn=<NllLossBackward0>)",0.9801673199555374,0.9888702846449324,0.9853394034001608,tensor(0.1790),0.9602896007020624,0.9885458167330676,0.9671132764920828,0.9777121044206378,0.932784011314474
328,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0637, grad_fn=<NllLossBackward0>)",0.9805768443222372,0.9891026061839427,0.9855668977128031,tensor(0.1797),0.9616059675296182,0.9885629040278467,0.9685749086479902,0.9784668389319552,0.933514827392428
329,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0635, grad_fn=<NllLossBackward0>)",0.9802258234364944,0.9889027513297,0.9856321434469992,tensor(0.1789),0.9602896007020624,0.9885458167330676,0.9671132764920828,0.9777121044206378,0.932784011314474
330,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0634, grad_fn=<NllLossBackward0>)",0.9808108582460656,0.989234960123404,0.9858270148925434,tensor(0.1800),0.9620447564721368,0.9885685884691848,0.969062119366626,0.9787181695165456,0.9337584327517456
331,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0632, grad_fn=<NllLossBackward0>)",0.980196571696016,0.9888854229942048,0.9858761347125572,tensor(0.1787),0.9602896007020624,0.9885458167330676,0.9671132764920828,0.9777121044206378,0.932784011314474
332,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0631, grad_fn=<NllLossBackward0>)",0.9811326273913298,0.9894173817453936,0.9860057604239052,tensor(0.1806),0.9624835454146556,0.988574267262792,0.969549330085262,0.97896937646046,0.9340020381110636
333,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0629, grad_fn=<NllLossBackward0>)",0.979991809512666,0.9887688417457556,0.9858925079858952,tensor(0.1782),0.9598508117595436,0.9885401096163428,0.966626065773447,0.977460278359404,0.9325404059551562
334,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0628, grad_fn=<NllLossBackward0>)",0.981454396536594,0.9895997375328084,0.9861845059552669,tensor(0.1814),0.9631417288284336,0.9885827748821048,0.9702801461632156,0.9793459552495696,0.9343674461500404
335,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0627, grad_fn=<NllLossBackward0>)",0.9796992921078804,0.9886012745548912,0.98625049376693,tensor(0.1775),0.9591926283457656,0.988531538269758,0.9658952496954932,0.9770823065549532,0.9321749979161792
336,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0625, grad_fn=<NllLossBackward0>)",0.981776165681858,0.9897826978269784,0.9861030106273104,tensor(0.1820),0.9633611232996928,0.9885856079404468,0.9705237515225336,0.9794714197910264,0.9344892488296994
337,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0624, grad_fn=<NllLossBackward0>)",0.9799040542912304,0.9887171738737704,0.98649436135291,tensor(0.1775),0.9589732338745064,0.9885286783042394,0.9656516443361752,0.9769562538508934,0.9320531952365204
338,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0622, grad_fn=<NllLossBackward0>)",0.9816299069794652,0.9896991765902308,0.9862820035178276,tensor(0.1813),0.9629223343571742,0.9885799404170804,0.9700365408038976,0.979220459854912,0.9342456434703816
339,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0620, grad_fn=<NllLossBackward0>)",0.9807523547651084,0.9892007221401607,0.9861848769940004,tensor(0.1791),0.960728389644581,0.9885515181682428,0.9676004872107188,0.97796380647544,0.933027616673792
340,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0619, grad_fn=<NllLossBackward0>)",0.980986368688937,0.9893334208539828,0.9863148737440814,tensor(0.1796),0.9611671785870995,0.9885572139303482,0.9680876979293545,0.9782153846153846,0.93327122203311
341,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0617, grad_fn=<NllLossBackward0>)",0.981571403498508,0.989665015256406,0.9866398656192844,tensor(0.1809),0.9627029398859148,0.9885771045443258,0.9697929354445798,0.9790949335956716,0.9341238407907226
342,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0616, grad_fn=<NllLossBackward0>)",0.9806060960627158,0.9891156239226436,0.9868843516031538,tensor(0.1784),0.959412022817025,0.9885343968095712,0.9661388550548112,0.977208328200074,0.9322968005958384
343,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0615, grad_fn=<NllLossBackward0>)",0.9819516761247294,0.989881098810988,0.9865908694788486,tensor(0.1818),0.9637999122422116,0.98859126984127,0.9710109622411692,0.9797222563598378,0.9347328541890174
344,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0613, grad_fn=<NllLossBackward0>)",0.9806645995436728,0.9891488139210376,0.986916850790674,tensor(0.1787),0.9598508117595436,0.9885401096163428,0.966626065773447,0.977460278359404,0.9325404059551562
345,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0612, grad_fn=<NllLossBackward0>)",0.9818054174223366,0.9897972573978084,0.9868999827990248,tensor(0.1812),0.9631417288284336,0.9885827748821048,0.9702801461632156,0.9793459552495696,0.9343674461500404
346,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0610, grad_fn=<NllLossBackward0>)",0.9813958930556368,0.9895638475927933,0.9871929702050188,tensor(0.1801),0.961386573058359,0.9885600596866452,0.9683313032886725,0.9783411272458774,0.9333930247127687
347,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0609, grad_fn=<NllLossBackward0>)",0.9813081378342012,0.9895137601129036,0.9872743418533976,tensor(0.1799),0.961386573058359,0.9885600596866452,0.9683313032886725,0.9783411272458774,0.9333930247127687
348,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0608, grad_fn=<NllLossBackward0>)",0.9820686830866436,0.9899457101149765,0.9873064700021844,tensor(0.1814),0.9635805177709522,0.988588439593153,0.9707673568818516,0.9795968534906588,0.9346110515093584
349,32,,2,1000,50,0.001,0.0005,Transformer,,,,mean,False,3.0,0.0,5.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0606, grad_fn=<NllLossBackward0>)",0.9810156204294156,0.9893475584735332,0.9872419663454548,tensor(0.1792),0.960070206230803,0.9885429638854296,0.9668696711327648,0.9775862068965516,0.9326622086348152
