epoch,hidden_channels,out_channels,num_layers,num_epoch,patience,lr,weight_decay,conv_type,eps,gamma,step_size,aggr,end,num_head,dropout,p,factor,eta_min,T_max,lr_scheduler,optimizer,type_model,scaler,dim_reduction,pca_threshold,train_loss,train_acc,train_f1,train_balanced_acc,val_loss,val_acc,val_precision,val_recall,val_f1,val_balanced_acc
200,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0380, grad_fn=<NllLossBackward0>)",0.9887673316562337,0.99372179713557,0.9932396742774638,tensor(0.2293),0.965555068012286,0.986206896551724,0.9753958587088916,0.9807715860379668,0.9258877748290596
201,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0378, grad_fn=<NllLossBackward0>)",0.989001345580062,0.99385339697901,0.9933696710275453,tensor(0.2316),0.966213251426064,0.9859778597785978,0.9763702801461632,0.9811505507955935,0.9252712327883136
202,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0376, grad_fn=<NllLossBackward0>)",0.988679576434798,0.9936724383185364,0.9931909254961836,tensor(0.2283),0.9653356735410268,0.9862034983986204,0.9751522533495736,0.9806467417932386,0.9257659721494004
203,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0374, grad_fn=<NllLossBackward0>)",0.9894693734277188,0.9941164934300843,0.9936296645277076,tensor(0.2338),0.9677490127248792,0.9860019646365422,0.9780755176613886,0.9820227467286292,0.926123851545926
204,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0372, grad_fn=<NllLossBackward0>)",0.9882993038085766,0.9934584941453524,0.9929796807773016,tensor(0.2272),0.9646774901272488,0.9861932938856016,0.97442143727162,0.9802720254870728,0.9254005641104236
205,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0370, grad_fn=<NllLossBackward0>)",0.989995904756333,0.99441249509868,0.9937920367857314,tensor(0.2366),0.968187801667398,0.9860088365243004,0.9785627283800244,0.9822716713534662,0.926367456905244
206,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0368, grad_fn=<NllLossBackward0>)",0.9878020242204412,0.9931785836973058,0.9927034376833788,tensor(0.2254),0.9640193067134708,0.9864231054060726,0.9734470158343485,0.9798921039725356,0.9260171061511696
207,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0366, grad_fn=<NllLossBackward0>)",0.9906101913063828,0.9947573862058828,0.9941332782546948,tensor(0.2395),0.968845985081176,0.9855427591276648,0.979780755176614,0.9826533105301736,0.924768964784775
208,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0365, grad_fn=<NllLossBackward0>)",0.9876557655180483,0.9930962274645814,0.992622189714578,tensor(0.2245),0.96423870118473,0.9866666666666668,0.9734470158343485,0.980012262415696,0.9271208589105516
209,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0362, grad_fn=<NllLossBackward0>)",0.9905809395659042,0.9947409681844908,0.9941170286609344,tensor(0.2396),0.9692847740236946,0.9860259867614612,0.979780755176614,0.982893450635386,0.9269764703035388
210,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0359, grad_fn=<NllLossBackward0>)",0.9885918212133622,0.9936230746590796,0.9931421767149028,tensor(0.2281),0.9644580956559896,0.986189889025894,0.974177831912302,0.9801470588235294,0.9252787614307648
211,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0356, grad_fn=<NllLossBackward0>)",0.989995904756333,0.9944123125183806,0.9939221572153903,tensor(0.2347),0.9677490127248792,0.9860019646365422,0.9780755176613886,0.9820227467286292,0.926123851545926
212,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0354, grad_fn=<NllLossBackward0>)",0.989995904756333,0.9944123125183806,0.9939221572153903,tensor(0.2347),0.9677490127248792,0.9860019646365422,0.9780755176613886,0.9820227467286292,0.926123851545926
213,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0352, grad_fn=<NllLossBackward0>)",0.9891768560229334,0.9939520742750662,0.993467168590106,tensor(0.2295),0.9651162790697676,0.9862000985707244,0.9749086479902558,0.9805218669606762,0.9256441694697416
214,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0351, grad_fn=<NllLossBackward0>)",0.9906101913063828,0.9947573862058828,0.9941332782546948,tensor(0.2397),0.9692847740236946,0.9860259867614612,0.979780755176614,0.982893450635386,0.9269764703035388
215,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0349, grad_fn=<NllLossBackward0>)",0.9888843386181476,0.9937876013601884,0.9933046726525046,tensor(0.2281),0.96423870118473,0.986426456071076,0.9736906211936662,0.9800171631727352,0.9261389088308288
216,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0347, grad_fn=<NllLossBackward0>)",0.990785701749254,0.9948557150556072,0.9943608962469146,tensor(0.2399),0.9690653795524352,0.98602256007847,0.979537149817296,0.9827691555664182,0.9268546676238798
217,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0344, grad_fn=<NllLossBackward0>)",0.9896448838705904,0.9942151191293264,0.9937271620902686,tensor(0.2318),0.9659938569548048,0.9859744094488188,0.9761266747868452,0.981025829354878,0.9251494301086544
218,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0342, grad_fn=<NllLossBackward0>)",0.9901714151992044,0.9945108802195648,0.9940196547779514,tensor(0.2352),0.9670908293111014,0.985991644138609,0.9773447015834348,0.9816491313922192,0.9257584435069492
219,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0340, grad_fn=<NllLossBackward0>)",0.9905809395659042,0.994740796393689,0.9942471490905936,tensor(0.2375),0.9677490127248792,0.9860019646365422,0.9780755176613886,0.9820227467286292,0.926123851545926
220,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0338, grad_fn=<NllLossBackward0>)",0.9897618908325044,0.9942806719393424,0.9939222808949684,tensor(0.2315),0.9659938569548048,0.9859744094488188,0.9761266747868452,0.981025829354878,0.9251494301086544
221,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0337, grad_fn=<NllLossBackward0>)",0.9910489674135612,0.9950034290193004,0.994507142590756,tensor(0.2407),0.9690653795524352,0.98602256007847,0.979537149817296,0.9827691555664182,0.9268546676238798
222,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0335, grad_fn=<NllLossBackward0>)",0.9898788977944188,0.9943464052287582,0.9939872792700088,tensor(0.2318),0.9664326458973234,0.9864598719842442,0.9761266747868452,0.9812660707726216,0.9273569356274184
223,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0333, grad_fn=<NllLossBackward0>)",0.9908734569706896,0.9949049578679208,0.9944096450281952,tensor(0.2397),0.9686265906099166,0.9860157016683022,0.97904993909866,0.9825204742696492,0.9266110622645618
224,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0330, grad_fn=<NllLossBackward0>)",0.9903761773825542,0.9946256758743486,0.9942635223639316,tensor(0.2353),0.966871434839842,0.9859882005899704,0.9771010962241168,0.9815245319955952,0.9256366408272902
225,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0329, grad_fn=<NllLossBackward0>)",0.9905516878254256,0.994724204955654,0.9943610199264924,tensor(0.2367),0.966871434839842,0.9859882005899704,0.9771010962241168,0.9815245319955952,0.9256366408272902
226,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0327, grad_fn=<NllLossBackward0>)",0.9909612121921254,0.9949540310596536,0.9945885142391346,tensor(0.2390),0.9686265906099166,0.9860157016683022,0.97904993909866,0.9825204742696492,0.9266110622645618
227,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0325, grad_fn=<NllLossBackward0>)",0.9902006669396828,0.9945271274770876,0.9941660248013706,tensor(0.2342),0.9666520403685828,0.9862238622386224,0.9766138855054812,0.9813953488372092,0.9264967882273544
228,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0324, grad_fn=<NllLossBackward0>)",0.9913414848183468,0.9951673469387756,0.9947997589580166,tensor(0.2413),0.968845985081176,0.986019131714496,0.979293544457978,0.9826448301148863,0.9267328649442208
229,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0322, grad_fn=<NllLossBackward0>)",0.9902299186801616,0.9945433752654796,0.9943123948247898,tensor(0.2337),0.9664326458973234,0.9864598719842442,0.9761266747868452,0.9812660707726216,0.9273569356274184
230,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0320, grad_fn=<NllLossBackward0>)",0.9914584917802608,0.9952329643778366,0.9948647573330572,tensor(0.2415),0.9692847740236946,0.9860259867614612,0.979780755176614,0.982893450635386,0.9269764703035388
231,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0319, grad_fn=<NllLossBackward0>)",0.9904931843444684,0.9946911906434276,0.9944586411686313,tensor(0.2354),0.966871434839842,0.9862272503689128,0.976857490864799,0.9815200097907232,0.9266185909070132
232,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0317, grad_fn=<NllLossBackward0>)",0.991195226115954,0.9950853130867826,0.994718510989216,tensor(0.2402),0.9684071961386572,0.9860122699386504,0.9788063337393422,0.98239608801956,0.9264892595849028
233,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0315, grad_fn=<NllLossBackward0>)",0.9910197156730826,0.9949866910527948,0.994751133856314,tensor(0.2380),0.968187801667398,0.986247544204322,0.9783191230207064,0.9822673352085116,0.9273494069849668
234,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0313, grad_fn=<NllLossBackward0>)",0.9911074708945182,0.9950359242325276,0.9947998826375946,tensor(0.2385),0.968187801667398,0.986247544204322,0.9783191230207064,0.9822673352085116,0.9273494069849668
235,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0312, grad_fn=<NllLossBackward0>)",0.9913414848183468,0.9951671891327064,0.9949298793876756,tensor(0.2401),0.9684071961386572,0.9860122699386504,0.9788063337393422,0.98239608801956,0.9264892595849028
236,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0310, grad_fn=<NllLossBackward0>)",0.9909612121921254,0.99495386625296,0.9947186346687936,tensor(0.2372),0.9679684071961386,0.9862441660525668,0.9780755176613886,0.9821428571428572,0.927227604305308
237,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0309, grad_fn=<NllLossBackward0>)",0.9917802609255252,0.9954132184189478,0.995173623294078,tensor(0.2418),0.968845985081176,0.986019131714496,0.979293544457978,0.9826448301148863,0.9267328649442208
238,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0307, grad_fn=<NllLossBackward0>)",0.9908442052302112,0.9948882102203132,0.994653636293753,tensor(0.2361),0.9677490127248792,0.9864798426745328,0.9775883069427528,0.9820139483665729,0.928087751705372
239,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0306, grad_fn=<NllLossBackward0>)",0.9919850231088748,0.9955279908601272,0.9952873704503992,tensor(0.2433),0.968845985081176,0.9855427591276648,0.979780755176614,0.9826533105301736,0.924768964784775
240,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0305, grad_fn=<NllLossBackward0>)",0.9908442052302112,0.9948882102203132,0.994653636293753,tensor(0.2351),0.9670908293111014,0.986469864698647,0.976857490864799,0.981640146878825,0.927722343666395
241,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0303, grad_fn=<NllLossBackward0>)",0.9921020300707892,0.995593563338447,0.9953523688254398,tensor(0.2449),0.9697235629662132,0.9855569155446756,0.9807551766138856,0.9831501831501832,0.9252561755034108
242,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0302, grad_fn=<NllLossBackward0>)",0.9908149534897326,0.9948716273600312,0.994767507129652,tensor(0.2342),0.966871434839842,0.9864665354330708,0.9766138855054812,0.9815154853715266,0.9276005409867362
243,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0301, grad_fn=<NllLossBackward0>)",0.9923360439946176,0.9957246826147972,0.995482365575521,tensor(0.2463),0.9697235629662132,0.9853193051137754,0.9809987819732034,0.983154296875,0.9242742254236878
244,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0299, grad_fn=<NllLossBackward0>)",0.990785701749254,0.9948552109363517,0.9947512575358918,tensor(0.2339),0.966871434839842,0.9864665354330708,0.9766138855054812,0.9815154853715266,0.9276005409867362
245,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0298, grad_fn=<NllLossBackward0>)",0.9923945474755748,0.9957574570850468,0.9955148647630414,tensor(0.2464),0.9697235629662132,0.9853193051137754,0.9809987819732034,0.983154296875,0.9242742254236878
246,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0296, grad_fn=<NllLossBackward0>)",0.9910197156730826,0.9949865273128112,0.9948812542859732,tensor(0.2351),0.9670908293111014,0.986469864698647,0.976857490864799,0.981640146878825,0.927722343666395
247,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0294, grad_fn=<NllLossBackward0>)",0.992248288773182,0.9956755168981216,0.9954336167942406,tensor(0.2447),0.968845985081176,0.9853049228508448,0.9800243605359318,0.982657547630679,0.923787014705052
248,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0293, grad_fn=<NllLossBackward0>)",0.9915462470016966,0.9952818637454492,0.995173746973656,tensor(0.2380),0.9684071961386572,0.9862509206972748,0.9785627283800244,0.9823917828319882,0.9274712096646258
249,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0291, grad_fn=<NllLossBackward0>)",0.9920142748493536,0.9955443847823604,0.9953036200441594,tensor(0.2419),0.9692847740236946,0.9862644101054696,0.979537149817296,0.9828892691273527,0.9279584203832616
250,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0290, grad_fn=<NllLossBackward0>)",0.991926519627918,0.995495201410198,0.9952548712628788,tensor(0.2411),0.9692847740236946,0.9862644101054696,0.979537149817296,0.9828892691273527,0.9279584203832616
251,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0288, grad_fn=<NllLossBackward0>)",0.9918095126660036,0.9954294668799584,0.9953199933174972,tensor(0.2396),0.9692847740236946,0.9862644101054696,0.979537149817296,0.9828892691273527,0.9279584203832616
252,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0287, grad_fn=<NllLossBackward0>)",0.9922775405136606,0.995691906005222,0.9954498663880008,tensor(0.2437),0.9690653795524352,0.985546300832925,0.9800243605359318,0.9827775742030048,0.924890767464434
253,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0286, grad_fn=<NllLossBackward0>)",0.9915754987421752,0.9952982662356744,0.995189996567416,tensor(0.2375),0.968187801667398,0.986247544204322,0.9783191230207064,0.9822673352085116,0.9273494069849668
254,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0285, grad_fn=<NllLossBackward0>)",0.9924823026970104,0.9958066147796432,0.9955636135443218,tensor(0.2459),0.9692847740236946,0.9850746268656716,0.9807551766138856,0.98291015625,0.923048669984647
255,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0284, grad_fn=<NllLossBackward0>)",0.9914292400397824,0.9952162484285456,0.9951087485986152,tensor(0.2357),0.9670908293111014,0.986469864698647,0.976857490864799,0.981640146878825,0.927722343666395
256,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0283, grad_fn=<NllLossBackward0>)",0.992979582285146,0.9960850841706904,0.9958398566382444,tensor(0.2482),0.969504168494954,0.985078277886497,0.9809987819732034,0.9830342975710972,0.923170472664306
257,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0282, grad_fn=<NllLossBackward0>)",0.9912829813373896,0.9951342172294428,0.9950275006298144,tensor(0.2344),0.9664326458973234,0.9864598719842442,0.9761266747868452,0.9812660707726216,0.9273569356274184
258,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0281, grad_fn=<NllLossBackward0>)",0.9931258409875388,0.9961668324987358,0.9960512250367044,tensor(0.2492),0.9703817463799912,0.9850928641251222,0.981973203410475,0.9835305599609612,0.9236576833829416
259,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0280, grad_fn=<NllLossBackward0>)",0.9913999882993038,0.995199843260188,0.9950924990048552,tensor(0.2348),0.966871434839842,0.9864665354330708,0.9766138855054812,0.9815154853715266,0.9276005409867362
260,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0278, grad_fn=<NllLossBackward0>)",0.9929503305446674,0.9960685796316536,0.9959537274741432,tensor(0.2478),0.970162351908732,0.9850892202395504,0.9817295980511572,0.9834065397755004,0.9235358807032829
261,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0276, grad_fn=<NllLossBackward0>)",0.9918972678874391,0.9954786582877664,0.9953687420987778,tensor(0.2382),0.9684071961386572,0.9864898059444854,0.9783191230207064,0.9823874755381604,0.9284531597443488
262,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0274, grad_fn=<NllLossBackward0>)",0.9926578131398818,0.99590478210504,0.9957912315365418,tensor(0.2442),0.9692847740236946,0.9855498408033307,0.9802679658952496,0.9829018075232048,0.9250125701440928
263,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0273, grad_fn=<NllLossBackward0>)",0.9925115544374892,0.9958228632966746,0.995709983567741,tensor(0.2425),0.9690653795524352,0.9857843137254902,0.979780755176614,0.982773365913256,0.9258727175441568
264,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0272, grad_fn=<NllLossBackward0>)",0.9922775405136606,0.995691765397043,0.9955799868176598,tensor(0.2404),0.9690653795524352,0.9862610402355252,0.979293544457978,0.9827649431609828,0.9278366177036028
265,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0271, grad_fn=<NllLossBackward0>)",0.9928040718422746,0.9959866875489428,0.9958724795053426,tensor(0.2459),0.970162351908732,0.9853264856933236,0.9814859926918392,0.983402489626556,0.9245178307830058
266,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0270, grad_fn=<NllLossBackward0>)",0.9919557713683964,0.9955114498832976,0.995401241286298,tensor(0.2376),0.9684071961386572,0.9864898059444854,0.9783191230207064,0.9823874755381604,0.9284531597443488
267,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0270, grad_fn=<NllLossBackward0>)",0.9930965892470602,0.9961504583564414,0.996034975442944,tensor(0.2486),0.9710399297937692,0.9851037851037852,0.9827040194884288,0.9839024390243902,0.9240230914219184
268,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0269, grad_fn=<NllLossBackward0>)",0.9918387644064822,0.9954458645511972,0.9953362429112574,tensor(0.2363),0.968187801667398,0.9864864864864864,0.9780755176613886,0.982262996941896,0.9283313570646898
269,64,,2,1000,50,0.001,0.0005,Transformer,,,,sum,False,2.0,0.0,10.0,0.5,,,ReduceLROnPlateau,Adam,HeteroGNN,standard_l2,pca,0.99,"tensor(0.0268, grad_fn=<NllLossBackward0>)",0.9932135962089744,0.9962159517207634,0.9960999738179848,tensor(0.2494),0.971478718736288,0.9851110568708812,0.9831912302070646,0.9841502072665204,0.9242666967812364
